timestamp,YT.12PI_83033.PV,YT.12FI_83033A.PV,YT.12TI_83033.PV
2025/7/1 12:20:00,490.9208679,30360.49219,155.1790563
2025/7/1 12:20:00,490.467865,30380.51953,155.1670837
2025/7/1 12:21:00,490.4556441,30386.95703,155.179437
2025/7/1 12:21:00,490.4440308,30321.1543,155.1909332
2025/7/1 12:21:00,490.2294617,30302.55664,155.1768086
2025/7/1 12:21:00,490.2510187,30223.16406,155.157547
2025/7/1 12:21:00,490.4201965,30138.75977,155.1392119
2025/7/1 12:21:00,490.8255005,29913.45117,155.1241608
2025/7/1 12:22:00,490.4201965,30067.94922,155.1347507
2025/7/1 12:22:00,490.4982886,30013.58984,155.1480103
2025/7/1 12:22:00,490.6160125,29932.04688,155.114624
2025/7/1 12:22:00,490.7301331,29849.79102,155.1186035
2025/7/1 12:22:00,490.8237153,29768.25195,155.1278776
2025/7/1 12:22:00,490.9208679,29738.92578,155.1364873
2025/7/1 12:23:00,491.1593018,29711.0293,155.1384735
2025/7/1 12:23:00,490.2532959,29977.82617,155.1347684
2025/7/1 12:23:00,490.1340942,30077.96289,155.1303785
2025/7/1 12:23:00,490.0824287,30196.69531,155.1254562
2025/7/1 12:23:00,490.0369597,30181.67578,155.1201539
2025/7/1 12:23:00,489.9671936,30259.63867,155.114624
2025/7/1 12:24:00,489.800293,30307.56445,155.1081135
2025/7/1 12:24:00,489.9195251,30300.41016,155.1002942
2025/7/1 12:24:00,489.7049255,30402.69336,155.0919554
2025/7/1 12:24:00,489.8241577,30343.32617,155.0838865
2025/7/1 12:24:00,489.6572571,30414.13672,155.076877
2025/7/1 12:24:00,489.8956604,30441.32031,155.0717163
2025/7/1 12:25:00,489.7287903,30478.51367,155.0830126
2025/7/1 12:25:00,489.9433594,30424.15039,155.0955505
2025/7/1 12:25:00,490.1817627,30433.44922,155.0717163
2025/7/1 12:25:00,490.2770863,30570.06641,155.0679181
2025/7/1 12:25:00,490.3724976,30552.90039,155.0676508
2025/7/1 12:25:00,490.8016663,30543.60156,155.0717163
2025/7/1 12:26:00,490.6585999,30655.18555,155.079018
2025/7/1 12:26:00,490.9208679,30663.04883,155.0872835
2025/7/1 12:26:00,491.0400696,30736.00977,155.0955505
2025/7/1 12:26:00,491.6361694,30659.47656,155.1031662
2025/7/1 12:26:00,491.7792053,30898.37109,155.1107837
2025/7/1 12:26:00,491.4454041,31014.96289,155.1194
2025/7/1 12:27:00,492.0176392,31156.58203,155.1309416
2025/7/1 12:27:00,492.4467773,31125.82617,155.1432343
2025/7/1 12:27:00,492.6852112,31187.33789,155.1530228
2025/7/1 12:27:00,492.8997803,31198.07031,155.1618723
2025/7/1 12:27:00,493.2574158,31107.94531,155.1718597
2025/7/1 12:27:00,493.4958191,31109.375,155.1861579
2025/7/1 12:28:00,494.306488,30991.35938,155.2052307
2025/7/1 12:28:00,494.1634216,31138.70117,155.2386169
2025/7/1 12:28:00,494.306488,31131.54883,155.2147675
2025/7/1 12:28:00,494.5925903,31061.45313,155.2386169
2025/7/1 12:28:00,494.7228384,31085.77344,155.2624512
2025/7/1 12:28:00,494.8309937,30989.92773,155.2792061
2025/7/1 12:29:00,495.0512765,31050.00977,155.2958374
2025/7/1 12:29:00,495.2124634,30824.70117,155.3196716
2025/7/1 12:29:00,494.664093,31009.95508,155.3382357
2025/7/1 12:29:00,494.5448914,30959.88672,155.3530579
2025/7/1 12:29:00,494.711792,30919.11719,155.3655422
2025/7/1 12:29:00,494.5925903,30871.19141,155.3762206
2025/7/1 12:30:00,494.6663291,30869.76172,155.3816681
2025/7/1 12:30:00,494.7594604,30713.11719,155.380336
2025/7/1 12:30:00,494.8309937,30790.36914,155.3746896
2025/7/1 12:30:00,494.7356262,30822.55469,155.3673242
2025/7/1 12:30:00,494.5448914,30822.55469,155.3608354
2025/7/1 12:30:00,495.1170959,30655.89648,155.3578186
2025/7/1 12:31:00,494.7833252,30896.94141,155.3620593
2025/7/1 12:31:00,494.2349548,30995.65039,155.3729348
2025/7/1 12:31:00,494.4495239,30949.87109,155.3864288
2025/7/1 12:31:00,494.6402588,30899.08984,155.4150391
2025/7/1 12:31:00,494.1634216,30989.21289,155.3816681
2025/7/1 12:31:00,494.3779907,30727.42578,155.3747717
2025/7/1 12:32:00,493.9726563,30911.96484,155.3705998
2025/7/1 12:32:00,493.9726563,30855.45703,155.3688971
2025/7/1 12:32:00,493.7819214,30874.76758,155.369408
2025/7/1 12:32:00,494.4733582,30556.47656,155.3718771
2025/7/1 12:32:00,494.9263611,30369.79102,155.3760489
2025/7/1 12:32:00,494.8308147,30397.68555,155.3816681
2025/7/1 12:33:00,494.7356262,30455.625,155.397151
2025/7/1 12:33:00,495.0455627,30301.12695,155.4102783
2025/7/1 12:33:00,494.711792,30487.80859,155.3721313
2025/7/1 12:33:00,494.6164246,30587.94727,155.3915676
2025/7/1 12:33:00,494.2826233,30789.65234,155.4102783
2025/7/1 12:33:00,494.1395874,30891.21875,155.4081047
2025/7/1 12:34:00,494.0045614,30971.33203,155.4040127
2025/7/1 12:34:00,493.8534546,30984.20703,155.3981464
2025/7/1 12:34:00,493.5911865,31173.74805,155.3906502
2025/7/1 12:34:00,493.5712976,31246.70898,155.3816681
2025/7/1 12:34:00,493.5673523,31268.88086,155.369741
2025/7/1 12:34:00,493.3527832,31455.5625,155.3578186
2025/7/1 12:35:00,492.9713135,31549.98047,155.3528725
2025/7/1 12:35:00,492.7567139,31548.55078,155.3545815
2025/7/1 12:35:00,492.565979,31524.94727,155.3587636
2025/7/1 12:35:00,492.565979,31477.74023,155.3612367
2025/7/1 12:35:00,492.3514099,31499.91211,155.3578186
2025/7/1 12:35:00,492.5421448,31335.40039,155.3149109
2025/7/1 12:36:00,492.2798767,31359.00391,155.3482819
2025/7/1 12:36:00,492.1368408,31298.20703,155.3244476
2025/7/1 12:36:00,491.8745728,31341.83789,155.3044155
2025/7/1 12:36:00,491.6123047,31285.33203,155.2863007
2025/7/1 12:36:00,491.7315369,31127.25781,155.2702336
2025/7/1 12:36:00,491.6838379,31014.96289,155.2577667
2025/7/1 12:37:00,491.8030396,30836.14453,155.2529144
2025/7/1 12:37:00,491.5169373,30799.66602,155.2863007
2025/7/1 12:37:00,491.7315369,30738.1543,155.2529144
2025/7/1 12:37:00,491.898407,30584.37109,155.2386653
2025/7/1 12:37:00,491.7076721,30655.18555,155.2271529
2025/7/1 12:37:00,491.8507385,30565.05859,155.2195435
2025/7/1 12:38:00,491.9937744,30673.78125,155.2143401
2025/7/1 12:38:00,492.3991089,30570.06641,155.2105301
2025/7/1 12:38:00,492.3514099,30824.70117,155.2100067
2025/7/1 12:38:00,492.565979,30892.65039,155.2152742
2025/7/1 12:38:00,492.8282471,31016.39258,155.2257322
2025/7/1 12:38:00,493.1767298,31022.83008,155.2386169
2025/7/1 12:39:00,493.4481506,30939.14453,155.2586352
2025/7/1 12:39:00,493.233551,31207.36523,155.2767639
2025/7/1 12:39:00,493.5673523,31233.83398,155.2845951
2025/7/1 12:39:00,493.686554,31387.61328,155.2901249
2025/7/1 12:39:00,493.901123,31381.89258,155.2946002
2025/7/1 12:39:00,493.9726563,31412.64844,155.2992676
2025/7/1 12:40:00,494.2111206,31428.38281,155.3053741
2025/7/1 12:40:00,494.3303223,31375.45508,155.313363
2025/7/1 12:40:00,494.3302163,31474.87891,155.3218207
2025/7/1 12:40:00,494.306488,31402.63477,155.3292084
2025/7/1 12:40:00,494.2587891,31497.76758,155.3291681
2025/7/1 12:40:00,494.306488,31479.88477,155.3292084
2025/7/1 12:41:00,494.4256897,31426.95313,155.3530579
2025/7/1 12:41:00,494.6402588,31480.60156,155.3622966
2025/7/1 12:41:00,494.664093,31532.09961,155.3694904
2025/7/1 12:41:00,494.9740601,31417.6582,155.3768921
2025/7/1 12:41:00,494.9025269,31657.27344,155.3852365
2025/7/1 12:41:00,495.2839966,31537.10547,155.3936695
2025/7/1 12:42:00,495.0694275,31689.45508,155.4020603
2025/7/1 12:42:00,495.2124634,31653.69336,155.4102783
2025/7/1 12:42:00,495.1409302,31608.63086,155.4172869
2025/7/1 12:42:00,495.4747314,31469.15625,155.4229333
2025/7/1 12:42:00,495.3555298,31550.69531,155.4284125
2025/7/1 12:42:00,495.379364,31547.83398,155.4349195
2025/7/1 12:43:00,495.4985657,31467.00781,155.4436493
2025/7/1 12:43:00,495.4031982,31454.85156,155.4770355
2025/7/1 12:43:00,495.2839966,31430.5332,155.457962
2025/7/1 12:43:00,495.1910733,31283.1875,155.4567765
2025/7/1 12:43:00,495.1409302,31377.59961,155.4568934
2025/7/1 12:43:00,495.1945614,31367.58594,155.4576916
2025/7/1 12:44:00,495.3090411,31354.71289,155.4585498
2025/7/1 12:44:00,495.379364,31254.57617,155.4588471
2025/7/1 12:44:00,495.2601624,31243.84766,155.457962
2025/7/1 12:44:00,495.4270325,31329.67773,155.4544044
2025/7/1 12:44:00,495.1647949,31462.00391,155.448355
2025/7/1 12:44:00,495.5939331,31332.53906,155.4416996
2025/7/1 12:45:00,495.2124634,31446.26953,155.4363235
2025/7/1 12:45:00,495.3155238,31386.18359,155.4341125
2025/7/1 12:45:00,495.4858775,31404.06445,155.4674988
2025/7/1 12:45:00,495.6177673,31188.05859,155.4721651
2025/7/1 12:45:00,495.6177673,31219.5293,155.474078
2025/7/1 12:45:00,495.0455627,31445.54883,155.4736577
2025/7/1 12:46:00,495.0694275,31453.42188,155.4713246
2025/7/1 12:46:00,494.9025269,31479.16992,155.4674988
2025/7/1 12:46:00,494.7662567,31467.72656,155.4595421
2025/7/1 12:46:00,494.6879578,31652.26172,155.4492402
2025/7/1 12:46:00,494.8071594,31507.06445,155.4436493
2025/7/1 12:46:00,494.6402588,31492.75977,155.4674988
2025/7/1 12:47:00,494.8071594,31421.23047,155.4556936
2025/7/1 12:47:00,494.5925903,31577.875,155.4436493
2025/7/1 12:47:00,494.5687256,31662.99414,155.4593237
2025/7/1 12:47:00,494.4495239,31848.24609,155.4722595
2025/7/1 12:47:00,494.8071594,31863.26563,155.453186
2025/7/1 12:47:00,494.7171317,31968.41211,155.4410656
2025/7/1 12:48:00,494.5388547,32055.67383,155.4317588
2025/7/1 12:48:00,494.4733582,32193.00586,155.4293518
2025/7/1 12:48:00,494.6021459,32157.95898,155.4415239
2025/7/1 12:48:00,494.711792,31935.50977,155.453186
2025/7/1 12:48:00,494.6402588,32021.3418,155.4475445
2025/7/1 12:48:00,494.4733582,32046.375,155.4335782
2025/7/1 12:49:00,494.3930863,32087.14453,155.4198792
2025/7/1 12:49:00,494.4018555,32073.55469,155.4150391
2025/7/1 12:49:00,494.6402588,31939.08594,155.4275772
2025/7/1 12:49:00,494.4733582,32003.45898,155.4388885
2025/7/1 12:49:00,494.3389974,32011.32813,155.4388885
2025/7/1 12:49:00,494.2826233,32021.3418,155.4388885
2025/7/1 12:50:00,494.664093,31911.9043,155.4388885
2025/7/1 12:50:00,494.5210571,31825.35742,155.4388885
2025/7/1 12:50:00,495.0694275,31630.09375,155.4388885
2025/7/1 12:50:00,494.8548279,31810.33789,155.4388885
2025/7/1 12:50:00,495.2362976,31751.68555,155.4388885
2025/7/1 12:50:00,495.6177673,31588.60352,155.4388885
2025/7/1 12:51:00,495.5002707,31587.17383,155.4388885
2025/7/1 12:51:00,495.3555298,31695.89648,155.4388885
2025/7/1 12:51:00,495.784668,31517.07813,155.4388885
2025/7/1 12:51:00,495.8328616,31512.78711,155.4431415
2025/7/1 12:51:00,495.7792266,31467.72656,155.452691
2025/7/1 12:51:00,495.7283123,31499.91211,155.4627228
2025/7/1 12:52:00,495.784668,31633.66602,155.4721718
2025/7/1 12:52:00,496.0065778,31577.16016,155.4824307
2025/7/1 12:52:00,496.2138367,31591.46484,155.4923724
2025/7/1 12:52:00,496.2376709,31627.22852,155.5008698
2025/7/1 12:52:00,496.046936,31851.10742,155.5047667
2025/7/1 12:52:00,496.3807068,31994.87695,155.5034738
2025/7/1 12:53:00,496.3568726,32093.58594,155.4997144
2025/7/1 12:53:00,496.6430359,32155.8125,155.4962118
2025/7/1 12:53:00,496.8720344,32342.49414,155.4956892
2025/7/1 12:53:00,497.0483398,32245.93555,155.5008698
2025/7/1 12:53:00,497.1624221,32394.71289,155.5247192
2025/7/1 12:53:00,497.2390747,32469.09766,155.5485535
2025/7/1 12:54:00,497.2390747,32555.64844,155.5390167
2025/7/1 12:54:00,497.4536743,32714.43555,155.5628662
2025/7/1 12:54:00,497.5013428,32762.36133,155.5496893
2025/7/1 12:54:00,497.5843194,32897.54297,155.534256
2025/7/1 12:54:00,497.6920776,32838.17578,155.5819397
2025/7/1 12:54:00,497.9260467,32885.38281,155.5533295
2025/7/1 12:55:00,498.0973816,32828.875,155.5867004
2025/7/1 12:55:00,498.0285755,32871.07813,155.5954273
2025/7/1 12:55:00,497.9305115,32987.66797,155.6021935
2025/7/1 12:55:00,497.8828125,32987.66797,155.6083657
2025/7/1 12:55:00,498.0020142,32915.42578,155.6153107
2025/7/1 12:55:00,497.8589783,32880.37891,155.6249548
2025/7/1 12:56:00,497.7159119,32824.58594,155.6347075
2025/7/1 12:56:00,498.1450806,32612.15234,155.6391602
2025/7/1 12:56:00,497.9305115,32617.16016,155.6391602
2025/7/1 12:56:00,498.3119812,32460.51563,155.6391602
2025/7/1 12:56:00,497.9543457,32557.07813,155.6391602
2025/7/1 12:56:00,497.9013711,32422.60742,155.6391602
2025/7/1 12:57:00,497.9255021,32412.59375,155.6391602
2025/7/1 12:57:00,497.8589783,32352.50781,155.6391602
2025/7/1 12:57:00,497.572876,32418.31445,155.6391602
2025/7/1 12:57:00,497.6205444,32437.62695,155.6391602
2025/7/1 12:57:00,497.4059753,32507.00781,155.6391602
2025/7/1 12:57:00,497.346565,32491.27148,155.6391602
2025/7/1 12:58:00,497.2867737,32466.23828,155.6391602
2025/7/1 12:58:00,497.0483398,32529.89453,155.6391602
2025/7/1 12:58:00,497.1154601,32594.98438,155.6355306
2025/7/1 12:58:00,497.1914063,32592.12305,155.6296234
2025/7/1 12:58:00,496.6430359,32753.05859,155.6255239
2025/7/1 12:58:00,496.5715027,32710.14258,155.6220485
2025/7/1 12:59:00,496.4284058,32836.03125,155.6187666
2025/7/1 12:59:00,496.6907349,32790.97266,155.6152473
2025/7/1 12:59:00,496.4045715,32895.39844,155.61106
2025/7/1 12:59:00,496.2853394,32894.68359,155.6057739
2025/7/1 12:59:00,496.4760742,32716.58008,155.591849
2025/7/1 12:59:00,496.2376709,32811.71094,155.5771637
2025/7/1 13:00:00,495.8562012,32798.83594,155.5730392
2025/7/1 13:00:00,496.3330383,32643.625,155.573965
2025/7/1 13:00:00,495.9754028,32692.97656,155.5773909
2025/7/1 13:00:00,496.046936,32453.36328,155.5807662
2025/7/1 13:00:00,496.046936,32454.79297,155.5815407
2025/7/1 13:00:00,495.8800354,32348.2168,155.5771637
2025/7/1 13:01:00,495.6893005,32325.32813,155.5636589
2025/7/1 13:01:00,495.6939628,32284.55859,155.5485535
2025/7/1 13:01:00,495.7131348,32288.13477,155.5376871
2025/7/1 13:01:00,495.5939331,32219.4707,155.5281962
2025/7/1 13:01:00,495.7369995,32181.5625,155.5217314
2025/7/1 13:01:00,495.6593522,32147.22656,155.5199432
2025/7/1 13:02:00,495.5700989,32213.0332,155.5347985
2025/7/1 13:02:00,495.784668,32111.46289,155.5485535
2025/7/1 13:02:00,495.5462646,32276.69141,155.5339733
2025/7/1 13:02:00,495.5462646,32293.14258,155.5199432
2025/7/1 13:02:00,495.7369995,32371.10547,155.5199432
2025/7/1 13:02:00,496.046936,32239.49805,155.5199432
2025/7/1 13:03:00,496.1159454,32363.95313,155.5199432
2025/7/1 13:03:00,496.1376395,32514.16016,155.5199432
2025/7/1 13:03:00,496.1899719,32547.77734,155.5199432
2025/7/1 13:03:00,496.299567,32504.86133,155.5199432
2025/7/1 13:03:00,496.4045715,32428.32813,155.5199432
2025/7/1 13:03:00,496.4635825,32433.33594,155.5199432
2025/7/1 13:04:00,496.5238342,32487.69531,155.5199432
2025/7/1 13:04:00,496.6430359,32452.64844,155.5199432
2025/7/1 13:04:00,496.6980505,32378.97656,155.5199432
2025/7/1 13:04:00,496.7234477,32392.56641,155.5437927
2025/7/1 13:04:00,496.7861023,32354.6582,155.5482229
2025/7/1 13:04:00,496.9545383,32290.99609,155.5478552
2025/7/1 13:05:00,497.1437073,32156.52734,155.544959
2025/7/1 13:05:00,497.2629395,32232.3457,155.5418035
2025/7/1 13:05:00,497.2632487,32275.97656,155.5406583
2025/7/1 13:05:00,497.2425197,32303.87109,155.5437927
2025/7/1 13:05:00,497.2152405,32271.68359,155.5517533
2025/7/1 13:05:00,497.167572,32347.50586,155.5631093
2025/7/1 13:06:00,497.4298096,32348.2168,155.5771637
2025/7/1 13:06:00,497.572876,32310.3125,155.6010132
2025/7/1 13:06:00,497.8458327,32234.49023,155.6060904
2025/7/1 13:06:00,498.0497131,32143.6543,155.6054395
2025/7/1 13:06:00,497.7636108,32324.61719,155.6018335
2025/7/1 13:06:00,497.784784,32302.43945,155.5980452
2025/7/1 13:07:00,497.9305115,32225.9082,155.5968474
2025/7/1 13:07:00,498.240448,32198.72852,155.6010132
2025/7/1 13:07:00,498.8364868,32051.38281,155.6113431
2025/7/1 13:07:00,498.2642822,32227.33789,155.6248474
2025/7/1 13:07:00,498.4788513,32133.64063,155.6418652
2025/7/1 13:07:00,498.6695862,32190.86133,155.6582336
2025/7/1 13:08:00,498.8364868,32176.55469,155.6702348
2025/7/1 13:08:00,499.0272522,32248.79688,155.6801969
2025/7/1 13:08:00,499.0163826,32395.42773,155.687524
2025/7/1 13:08:00,498.9225796,32525.60352,155.6916199
2025/7/1 13:08:00,498.860321,32695.12305,155.6798062
2025/7/1 13:08:00,498.9795532,32732.31641,155.6677704
2025/7/1 13:09:00,498.4550171,32988.38281,155.6963806
2025/7/1 13:09:00,498.5742188,32987.66797,155.7035084
2025/7/1 13:09:00,498.6041367,32987.66797,155.7030686
2025/7/1 13:09:00,498.6278363,32987.66797,155.6985985
2025/7/1 13:09:00,498.6365769,32987.66797,155.6936356
2025/7/1 13:09:00,498.6216179,32987.66797,155.6917171
2025/7/1 13:10:00,498.5742188,32987.66797,155.6963806
2025/7/1 13:10:00,498.3834839,32987.66797,155.7202301
2025/7/1 13:10:00,498.4845298,32987.66797,155.6820831
2025/7/1 13:10:00,498.5742188,32987.66797,155.6973543
2025/7/1 13:10:00,498.2881165,32987.66797,155.7106934
2025/7/1 13:10:00,498.0258789,32987.66797,155.6868439
2025/7/1 13:11:00,498.3834839,32987.66797,155.6849225
2025/7/1 13:11:00,498.3358154,32987.66797,155.6939434
2025/7/1 13:11:00,498.0258789,32987.66797,155.70631
2025/7/1 13:11:00,497.8828125,32987.66797,155.7144255
2025/7/1 13:11:00,497.5967102,32987.66797,155.7106934
2025/7/1 13:11:00,497.6205444,32987.66797,155.6820831
2025/7/1 13:12:00,497.4775085,32987.66797,155.669616
2025/7/1 13:12:00,497.0722046,32987.66797,155.6582336
2025/7/1 13:12:00,497.0483398,32973.81509,155.6343842
2025/7/1 13:12:00,496.7861023,32940.24417,155.6677704
2025/7/1 13:12:00,496.7304883,32898.9368,155.6601116
2025/7/1 13:12:00,496.7946957,32861.87457,155.6439209
2025/7/1 13:13:00,496.7384033,32841.03906,155.624468
2025/7/1 13:13:00,496.046936,32988.38281,155.6035435
2025/7/1 13:13:00,496.0815492,32815.28906,155.5867004
2025/7/1 13:13:00,496.1184692,32735.17773,155.5772611
2025/7/1 13:13:00,496.0946045,32508.4375,155.5720962
2025/7/1 13:13:00,495.7131348,32582.82813,155.5670808
2025/7/1 13:14:00,495.6654663,32495.5625,155.5580902
2025/7/1 13:14:00,495.3555298,32591.41016,155.5412156
2025/7/1 13:14:00,495.2942944,32511.29883,155.5247192
2025/7/1 13:14:00,495.2362976,32481.97266,155.5147446
2025/7/1 13:14:00,494.9501953,32524.88867,155.5069349
2025/7/1 13:14:00,494.9740601,32527.03516,155.4996708
2025/7/1 13:15:00,494.7833252,32381.83789,155.491333
2025/7/1 13:15:00,494.711792,32398.28906,155.477943
