timestamp,YT.12PI_83003.PV,YT.12FI_83003.PV,YT.12TI_83003.PV
2025/7/1 12:18:20,448.1240845,8484.996094,155.0066376
2025/7/1 12:18:30,447.8379822,8447.9375,155.0066376
2025/7/1 12:18:40,447.9095154,8197.137695,155.0066376
2025/7/1 12:18:50,447.5757141,8263.233398,155.0066376
2025/7/1 12:19:00,447.2419434,8409.691406,155.0066376
2025/7/1 12:19:10,447.1704102,8430.849609,155.0066376
2025/7/1 12:19:20,447.1227112,8219.569336,155.0009894
2025/7/1 12:19:30,446.8843079,8309.257813,154.9887188
2025/7/1 12:19:40,446.693573,8332.301758,154.9768372
2025/7/1 12:19:50,446.5028381,8432.208984,154.9673648
2025/7/1 12:20:00,446.5982056,8397.22168,154.957947
2025/7/1 12:20:10,446.6697388,8525.366211,154.9490326
2025/7/1 12:20:20,446.5266724,8648.545898,154.9410706
2025/7/1 12:20:30,446.5743713,8617.1875,154.9340493
2025/7/1 12:20:40,446.8843079,8449.581055,154.9276182
2025/7/1 12:20:50,446.8843079,8442.543945,154.9217177
2025/7/1 12:21:00,446.5266724,8641.801758,154.9162882
2025/7/1 12:21:10,446.383606,8593.166016,154.9112701
2025/7/1 12:21:20,446.5505066,8342.327148,154.9086557
2025/7/1 12:21:30,446.1690063,8661.084961,154.909347
2025/7/1 12:21:40,446.2882385,8451.632813,154.9116491
2025/7/1 12:21:50,446.0498047,8530.922852,154.9138669
2025/7/1 12:22:00,445.7875366,8548.576172,154.9143056
2025/7/1 12:22:10,445.9067688,8589.964844,154.9112701
2025/7/1 12:22:20,445.7398682,8432.765625,154.8814697
2025/7/1 12:22:30,445.7875366,8419.208008,154.8701032
2025/7/1 12:22:40,445.7398682,8480.150391,154.8605994
2025/7/1 12:22:50,445.8114014,8510.313477,154.8540768
2025/7/1 12:23:00,445.8114014,8512.915039,154.8516541
2025/7/1 12:23:10,445.6921692,8515.52832,154.8516541
2025/7/1 12:23:20,445.7160339,8533.961914,154.8516541
2025/7/1 12:23:30,445.5491333,8542.104492,154.8516541
2025/7/1 12:23:40,445.4776001,8573.749023,154.8516541
2025/7/1 12:23:50,445.5014343,8630.733398,154.8516541
2025/7/1 12:24:00,445.5968018,8464.199219,154.8516541
2025/7/1 12:24:10,445.3822327,8724.081055,154.8516541
2025/7/1 12:24:20,445.6206665,8622.099609,154.8516541
2025/7/1 12:24:30,445.5968018,8688.87207,154.8516541
2025/7/1 12:24:40,446.0021362,8545.954102,154.8516541
2025/7/1 12:24:50,445.668335,8908.911133,154.8516541
2025/7/1 12:25:00,445.9782715,8637.626953,154.8516541
2025/7/1 12:25:10,446.0021362,8695.19043,154.8516541
2025/7/1 12:25:20,446.3120728,8607.739258,154.8516541
2025/7/1 12:25:30,446.1928711,8824.041016,154.8516541
2025/7/1 12:25:40,446.1690063,8882.505859,154.8516541
2025/7/1 12:25:50,446.2167053,8768.793945,154.8516541
2025/7/1 12:26:00,446.1213379,8682.374023,154.8516541
2025/7/1 12:26:10,445.8829041,8554.238281,154.858058
2025/7/1 12:26:20,446.0259705,8502.731445,154.8722089
2025/7/1 12:26:30,446.1451721,8297.250977,154.8865156
2025/7/1 12:26:40,446.1690063,8222.25293,154.8933868
2025/7/1 12:26:50,446.383606,8199.90918,154.8516541
2025/7/1 12:27:00,446.4074402,8102.435547,154.8587345
2025/7/1 12:27:10,446.6697388,8159.165039,154.8706913
2025/7/1 12:27:20,446.9081421,8064.13623,154.8814697
2025/7/1 12:27:30,447.1942444,8136.334961,154.8884868
2025/7/1 12:27:40,447.4803467,8054.844727,154.8944943
2025/7/1 12:27:50,447.7426147,7976.02002,154.9014396
2025/7/1 12:28:00,448.0525513,8003.125977,154.9112701
2025/7/1 12:28:10,448.4578552,8267.040039,154.9303316
2025/7/1 12:28:20,448.839325,8380.40332,154.9529877
2025/7/1 12:28:30,449.0777893,8441.580078,154.9715775
2025/7/1 12:28:40,449.3638916,8645.772461,154.9887543
2025/7/1 12:28:50,449.7691956,8655.359375,155.0038561
2025/7/1 12:29:00,450.3175659,8642.174805,155.0185547
2025/7/1 12:29:10,450.6036682,8828.06543,155.0338904
2025/7/1 12:29:20,450.7228699,9171.741211,155.0543213
2025/7/1 12:29:30,451.1758728,9020.539063,155.1139221
2025/7/1 12:29:40,451.3904419,9127.160156,155.1281509
2025/7/1 12:29:50,451.2712402,9516.606445,155.1314335
2025/7/1 12:30:00,451.3666077,9332.269531,155.1437225
2025/7/1 12:30:10,451.3904419,9444.97168,155.1735229
2025/7/1 12:30:20,451.2950745,9793.135742,155.1876665
2025/7/1 12:30:30,451.5335693,9810.091797,155.1981979
2025/7/1 12:30:40,451.5097046,9703.601563,155.2033234
2025/7/1 12:30:50,451.2950745,9981.179688,155.2050209
2025/7/1 12:31:00,451.0089722,9945.321289,155.2062264
2025/7/1 12:31:10,450.8420715,10007.69043,155.2065832
2025/7/1 12:31:20,450.6275024,10173.46191,155.2057345
2025/7/1 12:31:30,450.532135,10211.6377,155.2033234
2025/7/1 12:31:40,450.4129333,10261.04102,155.199297
2025/7/1 12:31:50,450.1268311,10432.91895,155.1940256
2025/7/1 12:32:00,449.9837646,10310.67871,155.1877874
2025/7/1 12:32:10,449.9837646,10211.03711,155.1808604
2025/7/1 12:32:20,449.5307922,10266.77832,155.1735229
2025/7/1 12:32:30,449.6261597,10189.64355,155.164014
2025/7/1 12:32:40,450.0076294,9739.179688,155.1528496
2025/7/1 12:32:50,449.9837646,9700.583008,155.1437225
2025/7/1 12:33:00,449.9360962,9625.759766,155.1399534
2025/7/1 12:33:10,449.7691956,9655.146484,155.1408311
2025/7/1 12:33:20,449.5546265,9632.240234,155.1440013
2025/7/1 12:33:30,449.4354248,9630.423828,155.1471095
2025/7/1 12:33:40,449.2685242,9862.561523,155.1478014
2025/7/1 12:33:50,449.1254578,9806.652344,155.1437225
2025/7/1 12:34:00,448.9824219,9917,155.12722
2025/7/1 12:34:10,448.8631897,9993.036133,155.1079559
2025/7/1 12:34:20,448.8870239,10070.65234,155.0951144
2025/7/1 12:34:30,448.6247559,10163.84961,155.0841655
2025/7/1 12:34:40,448.6009216,10814.48438,155.0781555
2025/7/1 12:34:50,448.6009216,10394.92383,155.07688
2025/7/1 12:35:00,448.9824219,9921.22168,155.0773592
2025/7/1 12:35:10,449.3638916,9764.799805,155.0784761
2025/7/1 12:35:20,449.0300903,10238.31543,155.0791138
2025/7/1 12:35:30,448.6962891,10488.30176,155.0781555
2025/7/1 12:35:40,449.0300903,10247.37598,155.0755429
2025/7/1 12:35:50,448.6724548,10582.27441,155.071971
2025/7/1 12:36:00,448.4101868,10550.93457,155.067453
2025/7/1 12:36:10,448.2909851,10528.29785,155.0620022
2025/7/1 12:36:20,447.9333496,10637.95117,155.0556319
2025/7/1 12:36:30,447.5518799,10587.20313,155.0483551
2025/7/1 12:36:40,447.1942444,10656.00391,155.0355659
2025/7/1 12:36:50,447.1227112,10919.98926,155.0185547
2025/7/1 12:37:00,447.0273438,11044.13379,154.999748
2025/7/1 12:37:10,447.098877,10460.31543,154.9827881
2025/7/1 12:37:20,447.4326782,10195.79492,154.9756766
2025/7/1 12:37:30,447.3849792,10341.8584,154.9766657
2025/7/1 12:37:40,447.2657776,10333.80469,154.9818135
2025/7/1 12:37:50,447.2896118,10295.49121,154.9871778
2025/7/1 12:38:00,447.3849792,10143.90137,154.9888167
2025/7/1 12:38:10,447.4565125,10120.78809,154.9827881
2025/7/1 12:38:20,447.5041809,9974.910156,154.9529877
2025/7/1 12:38:30,447.5280457,9671.49707,154.9446182
2025/7/1 12:38:40,447.5995483,9437.504883,154.9394501
2025/7/1 12:38:50,447.6234131,9236.594727,154.937593
2025/7/1 12:39:00,447.7426147,9121.010742,154.939157
2025/7/1 12:39:10,448.0048828,8992.738281,154.944252
2025/7/1 12:39:20,448.1479187,9025.770508,154.9529877
2025/7/1 12:39:30,448.2432861,9091.811523,154.9678267
2025/7/1 12:39:40,448.5055542,9075.499023,154.9827881
2025/7/1 12:39:50,448.7439575,9021.110352,154.9924148
2025/7/1 12:40:00,448.7916565,9127.389648,155.0003327
2025/7/1 12:40:10,448.8870239,9196.611328,155.0076104
2025/7/1 12:40:20,449.1254578,9343.899414,155.0153169
2025/7/1 12:40:30,449.1731567,9433.09375,155.0245209
2025/7/1 12:40:40,449.196991,9469.400391,155.036431
2025/7/1 12:40:50,449.2446899,9408.017578,155.0494132
2025/7/1 12:41:00,449.3877258,9637.628906,155.0602722
2025/7/1 12:41:10,449.4354248,9614.969727,155.0676884
2025/7/1 12:41:20,449.6738281,9655.355469,155.073234
2025/7/1 12:41:30,449.7453613,9607.90918,155.0780515
2025/7/1 12:41:40,449.8248038,9631.014648,155.0832835
2025/7/1 12:41:50,449.912262,9716.790039,155.0900726
2025/7/1 12:42:00,450.0314636,9664.165039,155.0998952
2025/7/1 12:42:10,450.0552979,9810.979492,155.1110445
2025/7/1 12:42:20,450.1268311,9748.47168,155.1198883
2025/7/1 12:42:30,450.3175659,9748.521484,155.1235604
2025/7/1 12:42:40,450.2698669,9826.767578,155.1229988
2025/7/1 12:42:50,450.1983643,9800.037109,155.120277
2025/7/1 12:43:00,450.3175659,9716.325195,155.1174689
2025/7/1 12:43:10,450.2937317,9674.512695,155.1166481
2025/7/1 12:43:20,450.1744995,9711.010742,155.1198883
2025/7/1 12:43:30,450.1268311,9785.583008,155.136279
2025/7/1 12:43:40,450.1506653,9690.576172,155.1496887
2025/7/1 12:43:50,450.1744995,9662.381836,155.1496887
2025/7/1 12:44:00,450.0314636,9517.319336,155.1496887
2025/7/1 12:44:10,449.9837646,9448.165039,155.1496887
2025/7/1 12:44:20,450.0552979,9326.523438,155.1496887
2025/7/1 12:44:30,450.0314636,9415.541992,155.1496887
2025/7/1 12:44:40,450.0076294,9325.586914,155.1496887
2025/7/1 12:44:50,450.0076294,9346.181641,155.1496887
2025/7/1 12:45:00,450.0791321,9433.227539,155.1496887
2025/7/1 12:45:10,450.0791321,9593.12793,155.1496887
2025/7/1 12:45:20,450.1135617,9673.287109,155.1496887
2025/7/1 12:45:30,450.1506653,9738.65332,155.1496887
2025/7/1 12:45:40,450.1744995,9765.102539,155.1496887
2025/7/1 12:45:50,450.1268311,9931.094727,155.1496887
2025/7/1 12:46:00,450.0791321,9908.19043,155.1496887
2025/7/1 12:46:10,450.1744995,10034.60645,155.1496887
2025/7/1 12:46:20,450.6275024,9886.478516,155.1496887
2025/7/1 12:46:30,450.532135,10127.16699,155.1496887
2025/7/1 12:46:40,450.7467041,10237.90039,155.1496887
2025/7/1 12:46:50,450.937439,10177.10547,155.1645889
2025/7/1 12:47:00,450.4367676,10610.33984,155.1794891
2025/7/1 12:47:10,450.6752014,10434.64453,155.1774409
2025/7/1 12:47:20,450.3175659,10446.17969,155.1722725
2025/7/1 12:47:30,450.1983643,10476.28613,155.1654485
2025/7/1 12:47:40,449.9837646,10703.42188,155.1584335
2025/7/1 12:47:50,450.1268311,10636.68262,155.1526921
2025/7/1 12:48:00,450.0314636,10620.83203,155.1496887
2025/7/1 12:48:10,449.6738281,10724.5,155.1492377
2025/7/1 12:48:20,449.7691956,10702.75,155.1497736
2025/7/1 12:48:30,449.7691956,10554.41016,155.1506916
2025/7/1 12:48:40,449.6261597,10841.56934,155.1513867
2025/7/1 12:48:50,449.459259,10749.47363,155.1512541
2025/7/1 12:49:00,449.5069275,10672.30566,155.1496887
2025/7/1 12:49:10,449.4354248,10627.29395,155.1462965
2025/7/1 12:49:20,449.459259,10616.23633,155.1414827
2025/7/1 12:49:30,449.5069275,10620.07324,155.1358411
2025/7/1 12:49:40,449.459259,10665.72266,155.1299655
2025/7/1 12:49:50,449.3877258,10745.34766,155.12445
2025/7/1 12:50:00,449.3638916,10667.07813,155.1198883
2025/7/1 12:50:10,449.6261597,10616.53516,155.1165835
2025/7/1 12:50:20,449.8168945,10637.86621,155.1144952
2025/7/1 12:50:30,449.912262,10747.2207,155.1137025
2025/7/1 12:50:40,450.1029968,10721.87109,155.1142845
2025/7/1 12:50:50,450.3414001,10624.46875,155.1163201
2025/7/1 12:51:00,450.4844666,10612.29004,155.1198883
2025/7/1 12:51:10,450.6990356,10613.48633,155.1363815
2025/7/1 12:51:20,450.7228699,10592.96094,155.1556396
2025/7/1 12:51:30,450.9613037,10511.68066,155.1646637
2025/7/1 12:51:40,450.8897705,10408.97559,155.1722967
2025/7/1 12:51:50,450.9136047,10325.19727,155.1790513
2025/7/1 12:52:00,450.9613037,10063.14453,155.1854401
2025/7/1 12:52:10,450.9851379,10088.44141,155.1918836
2025/7/1 12:52:20,451.0805054,10209.73145,155.1983518
2025/7/1 12:52:30,451.1043396,10216.12793,155.2046813
2025/7/1 12:52:40,451.2235413,10182.69043,155.2107092
2025/7/1 12:52:50,451.2712402,10031.43457,155.216272
2025/7/1 12:53:00,451.3904419,9995.538086,155.2212067
2025/7/1 12:53:10,451.5812378,10008.48438,155.2236845
2025/7/1 12:53:20,451.4620361,9996.833008,155.2230475
2025/7/1 12:53:30,451.5335693,9960.753906,155.2208884
2025/7/1 12:53:40,451.7719727,9860.973633,155.2188
2025/7/1 12:53:50,451.8435059,9792.202148,155.2183752
2025/7/1 12:54:00,451.8673401,9881.243164,155.2212067
2025/7/1 12:54:10,452.1057739,9844.3125,155.2377081
2025/7/1 12:54:20,452.1057739,9954.545898,155.2569733
2025/7/1 12:54:30,452.320343,9977.370117,155.2658662
2025/7/1 12:54:40,452.4395447,10159.48535,155.2726528
2025/7/1 12:54:50,452.6541138,10322.26074,155.2790497
2025/7/1 12:55:00,452.8687134,9998.962891,155.2867737
2025/7/1 12:55:10,452.9402161,10278.48145,155.2984818
2025/7/1 12:55:20,452.8687134,10394.96094,155.3108391
2025/7/1 12:55:30,452.987915,10290.84473,155.3165741
2025/7/1 12:55:40,453.1309509,10099.44434,155.3165741
2025/7/1 12:55:50,453.0355835,9985.176758,155.3165741
2025/7/1 12:56:00,452.7494812,10029.96387,155.3165741
2025/7/1 12:56:10,452.7018127,9903.436523,155.3165741
2025/7/1 12:56:20,452.6779785,9766.115234,155.3165741
2025/7/1 12:56:30,452.6302795,9678.339844,155.3165741
2025/7/1 12:56:40,452.5587463,9638.204102,155.3165741
2025/7/1 12:56:50,452.6064453,9723.095703,155.3165741
2025/7/1 12:57:00,452.6064453,9645.794922,155.3165741
2025/7/1 12:57:10,452.5110779,9814.731445,155.3165741
2025/7/1 12:57:20,452.4872437,9842.960938,155.3165741
2025/7/1 12:57:30,452.4157104,9902.307617,155.3165741
2025/7/1 12:57:40,452.3680115,10033.53027,155.3165741
2025/7/1 12:57:50,452.4633789,10099.82422,155.3165741
2025/7/1 12:58:00,452.4872437,10115.87695,155.3165741
2025/7/1 12:58:10,452.4633789,10232.2998,155.3165741
2025/7/1 12:58:20,452.2488098,10490.88574,155.3165741
2025/7/1 12:58:30,452.4872437,10378.47754,155.3165741
2025/7/1 12:58:40,452.7494812,10179.57715,155.3165741
2025/7/1 12:58:50,452.2488098,10574.1416,155.3165741
2025/7/1 12:59:00,452.4395447,10419.84375,155.3165741
2025/7/1 12:59:10,452.0342407,10655.40723,155.3165741
2025/7/1 12:59:20,451.7958069,10688.69824,155.3165741
2025/7/1 12:59:30,451.7719727,10567.91406,155.3165741
2025/7/1 12:59:40,451.5097046,10770.97461,155.2967182
2025/7/1 12:59:50,451.8435059,10569.94434,155.2748566
2025/7/1 13:00:00,451.8673401,10783.88477,155.2729111
2025/7/1 13:00:10,451.9150391,10718.44629,155.273834
2025/7/1 13:00:20,451.7719727,11037.12793,155.2757297
2025/7/1 13:00:30,451.8196716,11161.83887,155.2767024
2025/7/1 13:00:40,451.7719727,11186.02051,155.2748566
2025/7/1 13:00:50,451.5335693,11451.46387,155.2707587
2025/7/1 13:01:00,451.2235413,11395.9375,155.2662635
2025/7/1 13:01:10,451.4382019,11375.88281,155.2614085
2025/7/1 13:01:20,451.5335693,11467.79395,155.2562308
2025/7/1 13:01:30,451.1281738,11645.72461,155.2507676
2025/7/1 13:01:40,451.0328064,11651.89551,155.2450562
2025/7/1 13:01:50,451.1043396,11597.30762,155.2378789
2025/7/1 13:02:00,451.0089722,11823.9668,155.2292565
2025/7/1 13:02:10,451.1758728,11663.25488,155.2210838
2025/7/1 13:02:20,451.1520386,11609.69336,155.2152557
2025/7/1 13:02:30,451.0566711,11513.88379,155.2160224
2025/7/1 13:02:40,450.937439,11613.06641,155.2235768
2025/7/1 13:02:50,451.1758728,11685.09082,155.2337279
2025/7/1 13:03:00,451.4858704,11595.20898,155.2422847
2025/7/1 13:03:10,451.7481384,11597.21191,155.2450562
2025/7/1 13:03:20,451.4142761,11785.44336,155.2296468
2025/7/1 13:03:30,451.5335693,11660.59668,155.2152557
2025/7/1 13:03:40,451.4620361,11810.25195,155.2182921
2025/7/1 13:03:50,451.4382019,11775.20215,155.224935
2025/7/1 13:04:00,451.5335693,11769.94043,155.2330398
2025/7/1 13:04:10,451.605072,11693.51758,155.2404617
2025/7/1 13:04:20,451.7481384,11597.37207,155.2450562
2025/7/1 13:04:30,451.7958069,11584.4209,155.2458961
2025/7/1 13:04:40,451.8435059,11455.31738,155.2446167
2025/7/1 13:04:50,452.0342407,11355.17676,155.2429175
2025/7/1 13:05:00,452.1296082,11254.83105,155.2424975
2025/7/1 13:05:10,452.272644,11215.68066,155.2450562
2025/7/1 13:05:20,452.3918762,11187.5332,155.254338
2025/7/1 13:05:30,452.4872437,11183.70801,155.2684882
2025/7/1 13:05:40,452.6779785,11306.97754,155.2808075
2025/7/1 13:05:50,452.7971802,11333.81768,155.2889747
2025/7/1 13:06:00,452.8687134,11338.22754,155.2959008
2025/7/1 13:06:10,452.8925476,11318.70801,155.3027342
2025/7/1 13:06:20,452.987915,11276.75098,155.3106232
2025/7/1 13:06:30,453.1309509,11234.6123,155.3203758
2025/7/1 13:06:40,453.2740173,11256.88281,155.3308842
2025/7/1 13:06:50,453.4170532,11428.12891,155.3404236
2025/7/1 13:07:00,453.5601196,11378.43457,155.34746
2025/7/1 13:07:10,453.7031555,11469.5332,155.3525488
2025/7/1 13:07:20,453.9177551,11514.84668,155.3570995
2025/7/1 13:07:30,453.8938904,11563.23926,155.3625215
2025/7/1 13:07:40,454.0131531,11735.00293,155.370224
2025/7/1 13:07:50,454.2277222,11355.34668,155.3855208
2025/7/1 13:08:00,454.4746185,11164.79492,155.4000244
2025/7/1 13:08:10,454.6330261,10800.11914,155.4075971
2025/7/1 13:08:20,454.2753906,11128.88574,155.414618
2025/7/1 13:08:30,454.2277222,11039.90332,155.4207191
2025/7/1 13:08:40,454.5376587,10919.53125,155.4255326
2025/7/1 13:08:50,454.1800232,11038.64844,155.4286904
2025/7/1 13:09:00,454.2753906,10908.1543,155.4298248
2025/7/1 13:09:10,453.9177551,11154.81641,155.4298248
2025/7/1 13:09:20,453.8462219,11204.13574,155.4298248
2025/7/1 13:09:30,454.1085205,11093.77832,155.4298248
2025/7/1 13:09:40,453.7746887,11141.67578,155.4298248
2025/7/1 13:09:50,453.7270203,11105.97461,155.4298248
2025/7/1 13:10:00,453.7270203,11238.44043,155.4298248
2025/7/1 13:10:10,453.6316528,11553.4541,155.4298248
2025/7/1 13:10:20,453.8223877,11503.07422,155.4298248
2025/7/1 13:10:30,454.0608215,11619.37305,155.4298248
2025/7/1 13:10:40,454.1323547,11688.35449,155.4298248
2025/7/1 13:10:50,454.0846558,11963.99121,155.4298248
2025/7/1 13:11:00,453.7508545,12121.20898,155.4256168
2025/7/1 13:11:10,453.8700562,12014.43262,155.415623
2025/7/1 13:11:20,453.6077881,12180.67773,155.4037884
2025/7/1 13:11:30,453.7985229,12179.82129,155.3940582
2025/7/1 13:11:40,453.1309509,12485.15527,155.3873324
2025/7/1 13:11:50,452.7018127,12443.17871,155.3815245
2025/7/1 13:12:00,452.4872437,12391.00977,155.3760995
2025/7/1 13:12:10,452.320343,12229.80566,155.3705222
2025/7/1 13:12:20,452.1296082,12351.02441,155.3642578
2025/7/1 13:12:30,451.8435059,12255.99805,155.3567933
2025/7/1 13:12:40,451.652771,11737.02734,155.3472308
2025/7/1 13:12:50,451.4858704,11576.1582,155.3344574
2025/7/1 13:13:00,451.247406,11477.03906,155.304657
2025/7/1 13:13:10,451.0566711,11432.94238,155.2881775
2025/7/1 13:13:20,450.8897705,11298.05566,155.2748566
2025/7/1 13:13:30,450.7467041,11295.44336,155.265148
2025/7/1 13:13:40,450.6513367,11444.06152,155.2575624
2025/7/1 13:13:50,450.6275024,11528.11621,155.2450562
2025/7/1 13:14:00,450.6036682,11646.16113,155.1973724
2025/7/1 13:14:10,450.3175659,11682.90137,155.1916626
2025/7/1 13:14:20,450.3175659,11640.44922,155.1946272
2025/7/1 13:14:30,450.2937317,11677.07813,155.2004467
2025/7/1 13:14:40,450.0314636,11637.88867,155.2033016
2025/7/1 13:14:50,449.8168945,11707.75488,155.1973724
2025/7/1 13:15:00,449.8168945,11826.1748,155.1830041
