timestamp,Loss_mae,Threshold,Anomaly
2025-07-01 12:00:00,0.7543772249918926,1.1256088408287876,False
2025-07-01 12:00:10,0.7465574918354944,1.1256088408287876,False
2025-07-01 12:00:20,0.7223877702191722,1.1256088408287876,False
2025-07-01 12:00:30,0.7348551698164526,1.1256088408287876,False
2025-07-01 12:00:40,0.7405073253296816,1.1256088408287876,False
2025-07-01 12:00:50,0.7561223333449524,1.1256088408287876,False
2025-07-01 12:01:00,0.7560984989940365,1.1256088408287876,False
2025-07-01 12:01:10,0.7631326414987966,1.1256088408287876,False
2025-07-01 12:01:20,0.7546015657665867,1.1256088408287876,False
2025-07-01 12:01:30,0.742271293501014,1.1256088408287876,False
2025-07-01 12:01:40,0.7424172062925024,1.1256088408287876,False
2025-07-01 12:01:50,0.7433892974748958,1.1256088408287876,False
2025-07-01 12:02:00,0.754765058614698,1.1256088408287876,False
2025-07-01 12:02:10,0.7466093824987845,1.1256088408287876,False
2025-07-01 12:02:20,0.7516526272112141,1.1256088408287876,False
2025-07-01 12:02:30,0.7446536982994062,1.1256088408287876,False
2025-07-01 12:02:40,0.7485678930034535,1.1256088408287876,False
2025-07-01 12:02:50,0.7562515064982033,1.1256088408287876,False
2025-07-01 12:03:00,0.7482304669141202,1.1256088408287876,False
2025-07-01 12:03:10,0.7458101483167235,1.1256088408287876,False
2025-07-01 12:03:20,0.7421077697324662,1.1256088408287876,False
2025-07-01 12:03:30,0.7451845587052083,1.1256088408287876,False
2025-07-01 12:03:40,0.7437959126020733,1.1256088408287876,False
2025-07-01 12:03:50,0.7434464739984703,1.1256088408287876,False
2025-07-01 12:04:00,0.7296902229639994,1.1256088408287876,False
2025-07-01 12:04:10,0.7217835014808581,1.1256088408287876,False
2025-07-01 12:04:20,0.73112859941509,1.1256088408287876,False
2025-07-01 12:04:30,0.7262343062905803,1.1256088408287876,False
2025-07-01 12:04:40,0.723779741665396,1.1256088408287876,False
2025-07-01 12:04:50,0.7417410534575218,1.1256088408287876,False
2025-07-01 12:05:00,0.7591619962693209,1.1256088408287876,False
2025-07-01 12:05:10,0.7403510027034678,1.1256088408287876,False
2025-07-01 12:05:20,0.7426458471260674,1.1256088408287876,False
2025-07-01 12:05:30,0.7380074781778941,1.1256088408287876,False
2025-07-01 12:05:40,0.747630653838292,1.1256088408287876,False
2025-07-01 12:05:50,0.7366854952786573,1.1256088408287876,False
